_id,datacollecttime,laneoccupy,speed,vdid,volume
{'$oid': '5c7f85c253e0f554880c02de'},2018-11-01 00:00:00,3.42,56.86,nfbVD-N1-S--0.008-M-LOOP,420
{'$oid': '5c7f85c253e0f554880c02df'},2018-11-01 00:00:00,1.65,105.0,nfbVD-N1-S-0.990-N-LOOP,180
{'$oid': '5c7f85c253e0f554880c02e0'},2018-11-01 00:00:00,0.83,63.0,nfbVD-N1-S-1-O-NW-1-基隆,60
{'$oid': '5c7f85c253e0f554880c02e1'},2018-11-01 00:00:00,0.83,56.0,nfbVD-N1-S-1-I-ES-1A-基隆,120
{'$oid': '5c7f85c253e0f554880c02e2'},2018-11-01 00:00:00,0.83,42.0,nfbVD-N1-S-1-I-WS-1B-基隆,60
{'$oid': '5c7f85c253e0f554880c02e3'},2018-11-01 00:00:00,0.0,96.0,nfbVD-N1-S-1.740-M-LOOP,120
{'$oid': '5c7f85c253e0f554880c02e4'},2018-11-01 00:00:00,0.83,78.0,nfbVD-N1-S-1.950-M-RS,240
{'$oid': '5c7f85c253e0f554880c02e5'},2018-11-01 00:00:00,1.65,98.5,nfbVD-N1-S-2.450-N-LOOP,360
{'$oid': '5c7f85c253e0f554880c02e6'},2018-11-01 00:00:00,2.48,60.0,nfbVD-N1-S-2-I-ES-1-八堵,180
{'$oid': '5c7f85c253e0f554880c02e7'},2018-11-01 00:00:00,2.13,87.14,nfbVD-N1-S-3.900-M-RS,420
{'$oid': '5c7f85c253e0f554880c02e8'},2018-11-01 00:00:00,3.4,86.67,nfbVD-N1-S-4.830-M-LOOP,540
{'$oid': '5c7f85c253e0f554880c02e9'},2018-11-01 00:00:00,1.65,73.0,nfbVD-N1-S-5-I-ES-1-大華系統,180
{'$oid': '5c7f85c253e0f554880c02ea'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-5-I-WS-1-大華系統,0
{'$oid': '5c7f85c253e0f554880c02eb'},2018-11-01 00:00:00,0.83,95.0,nfbVD-N1-S-5.140-M-LOOP,180
{'$oid': '5c7f85c253e0f554880c02ec'},2018-11-01 00:00:00,0.0,102.0,nfbVD-N1-S-6.600-N-LOOP,60
{'$oid': '5c7f85c253e0f554880c02ed'},2018-11-01 00:00:00,0.83,42.0,nfbVD-N1-S-6-I-ES-1-五堵,60
{'$oid': '5c7f85c253e0f554880c02ee'},2018-11-01 00:00:00,0.83,44.0,nfbVD-N1-S-6-I-ES-2-五堵,60
{'$oid': '5c7f85c253e0f554880c02ef'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-6-O-NW-1-五堵出口,0
{'$oid': '5c7f85c253e0f554880c02f0'},2018-11-01 00:00:00,0.83,89.0,nfbVD-N1-S-7.580-M-RS,360
{'$oid': '5c7f85c253e0f554880c02f1'},2018-11-01 00:00:00,1.65,87.86,nfbVD-N1-S-8.258-M-LOOP,420
{'$oid': '5c7f85c253e0f554880c02f2'},2018-11-01 00:00:00,1.65,93.14,nfbVD-N1-S-8.940-M-LOOP,420
{'$oid': '5c7f85c253e0f554880c02f3'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-9-B-汐止收費站,0
{'$oid': '5c7f85c253e0f554880c02f4'},2018-11-01 00:00:00,1.24,89.67,nfbVD-N1-S-9.625-M-LOOP,360
{'$oid': '5c7f85c253e0f554880c02f5'},2018-11-01 00:00:00,2.48,96.0,nfbVD-N1-S-10.260-M-RS,300
{'$oid': '5c7f85c253e0f554880c02f6'},2018-11-01 00:00:00,3.31,42.0,nfbVD-N1-S-10-I-ES-1-汐止,180
{'$oid': '5c7f85c253e0f554880c02f7'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-10-O-NE-1-汐止,0
{'$oid': '5c7f85c253e0f554880c02f8'},2018-11-01 00:00:00,3.21,102.78,nfbVD-N1-S-11.085-N-LOOP,540
{'$oid': '5c7f85c253e0f554880c02f9'},2018-11-01 00:00:00,1.65,86.0,nfbVD-N1-S-11-C-S-1-汐止系統,180
{'$oid': '5c7f85c253e0f554880c02fa'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-11-I-ES-2A-汐止系統,0
{'$oid': '5c7f85c253e0f554880c02fb'},2018-11-01 00:00:00,0.0,71.0,nfbVD-N1-S-11-I-WS-2B-汐止系統,60
{'$oid': '5c7f85c253e0f554880c02fc'},2018-11-01 00:00:00,1.76,95.75,nfbVD-N1-S-11.700-M-LOOP,480
{'$oid': '5c7f85c253e0f554880c02fd'},2018-11-01 00:00:00,1.38,109.0,nfbVD-N1-S-12.350-M-RS,540
{'$oid': '5c7f85c253e0f554880c02fe'},2018-11-01 00:00:00,0.83,100.67,nfbVD-N1-S-13.813-M-LOOP,360
{'$oid': '5c7f85c253e0f554880c02ff'},2018-11-01 00:00:00,1.65,91.29,nfbVD-N1-S-15.168-N-LOOP,420
{'$oid': '5c7f85c253e0f554880c0300'},2018-11-01 00:00:00,4.96,46.0,nfbVD-N1-S-15-I-WS-1-東湖,240
{'$oid': '5c7f85c253e0f554880c0301'},2018-11-01 00:00:00,1.1,86.33,nfbVD-N1-S-15.825-M-RS,720
{'$oid': '5c7f85c253e0f554880c0302'},2018-11-01 00:00:00,3.23,95.27,nfbVD-N1-S-16.298-M-LOOP,660
{'$oid': '5c7f85c253e0f554880c0303'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-16-I-WS-1-內湖,0
{'$oid': '5c7f85c253e0f554880c0304'},2018-11-01 00:00:00,3.31,73.0,nfbVD-N1-S-16-O-NE-1A-內湖,300
{'$oid': '5c7f85c253e0f554880c0305'},2018-11-01 00:00:00,0.41,56.5,nfbVD-N1-S-16-O-NW-1B-內湖成功路,120
{'$oid': '5c7f85c253e0f554880c0306'},2018-11-01 00:00:00,2.93,101.18,nfbVD-N1-S-17.340-N-LOOP,660
{'$oid': '5c7f85c253e0f554880c0307'},2018-11-01 00:00:00,2.01,90.0,nfbVD-N1-S-18.710-M-LOOP,420
{'$oid': '5c7f85c253e0f554880c0308'},2018-11-01 00:00:00,3.51,93.38,nfbVD-N1-S-20.000-M-RS,960
{'$oid': '5c7f85c253e0f554880c0309'},2018-11-01 00:00:00,2.93,93.73,nfbVD-N1-S-21.390-M-LOOP,660
{'$oid': '5c7f85c253e0f554880c030a'},2018-11-01 00:00:00,2.07,96.5,nfbVD-N1-S-22.704-M-LOOP,360
{'$oid': '5c7f85c253e0f554880c030b'},2018-11-01 00:00:00,7.91,73.29,nfbVD-N1-S-23-I-ES-2C-圓山,1260
{'$oid': '5c7f85c253e0f554880c030c'},2018-11-01 00:00:00,0.83,40.0,nfbVD-N1-S-23-I-WS-2A-圓山,60
{'$oid': '5c7f85c253e0f554880c030d'},2018-11-01 00:00:00,2.48,27.0,nfbVD-N1-S-23-I-WS-2B-圓山,60
{'$oid': '5c7f85c253e0f554880c030e'},2018-11-01 00:00:00,3.31,45.0,nfbVD-N1-S-23-O-NE-1A-圓山,180
{'$oid': '5c7f85c253e0f554880c030f'},2018-11-01 00:00:00,3.31,81.89,nfbVD-N1-S-23.280-N-LOOP,540
{'$oid': '5c7f85c253e0f554880c0310'},2018-11-01 00:00:00,4.02,86.72,nfbVD-N1-S-23.900-M-LOOP,1740
{'$oid': '5c7f85c253e0f554880c0311'},2018-11-01 00:00:00,3.14,89.25,nfbVD-N1-S-24.400-M-RS,1200
{'$oid': '5c7f85c253e0f554880c0312'},2018-11-01 00:00:00,0.83,41.0,nfbVD-N1-S-25-I-ES-21-台北,60
{'$oid': '5c7f85c253e0f554880c0313'},2018-11-01 00:00:00,4.13,34.0,nfbVD-N1-S-25-I-WS-22-台北,180
{'$oid': '5c7f85c253e0f554880c0314'},2018-11-01 00:00:00,0.83,61.0,nfbVD-N1-S-25-O-NE-1B-台北,60
{'$oid': '5c7f85c253e0f554880c0315'},2018-11-01 00:00:00,7.44,75.0,nfbVD-N1-S-25-O-NW-1A-台北,600
{'$oid': '5c7f85c253e0f554880c0316'},2018-11-01 00:00:00,2.84,106.62,nfbVD-N1-S-25.435-N-LOOP,960
{'$oid': '5c7f85c253e0f554880c0317'},2018-11-01 00:00:00,2.75,94.0,nfbVD-N1-S-25.850-M-LOOP,900
{'$oid': '5c7f85c253e0f554880c0318'},2018-11-01 00:00:00,1.76,100.69,nfbVD-N1-S-26.350-M-RS,960
{'$oid': '5c7f85c253e0f554880c0319'},2018-11-01 00:00:00,2.84,106.12,nfbVD-N1-S-26.745-N-LOOP,960
{'$oid': '5c7f85c253e0f554880c031a'},2018-11-01 00:00:00,2.48,62.0,nfbVD-N1-S-27-I-ES-1-三重,180
{'$oid': '5c7f85c253e0f554880c031b'},2018-11-01 00:00:00,1.65,68.0,nfbVD-N1-S-27-O-NE-2-三重,120
{'$oid': '5c7f85c253e0f554880c031c'},2018-11-01 00:00:00,2.48,70.0,nfbVD-N1-S-27-O-NW-1-三重,360
{'$oid': '5c7f85c253e0f554880c031d'},2018-11-01 00:00:00,1.74,82.21,nfbVD-N1-S-28.839-M-RS,1140
{'$oid': '5c7f85c253e0f554880c031e'},2018-11-01 00:00:00,3.46,107.41,nfbVD-N1-S-30.539-M-LOOP,1320
{'$oid': '5c7f85c253e0f554880c031f'},2018-11-01 00:00:00,3.49,108.72,nfbVD-N1-S-32.076-M-LOOP,1080
{'$oid': '5c7f85c253e0f554880c0320'},2018-11-01 00:00:00,3.13,107.89,nfbVD-N1-S-32.700-N-LOOP,1140
{'$oid': '5c7f85c253e0f554880c0321'},2018-11-01 00:00:00,5.26,72.91,nfbVD-N1-S-33-I-WS-1-五股,660
{'$oid': '5c7f85c253e0f554880c0322'},2018-11-01 00:00:00,3.31,58.0,nfbVD-N1-S-33-O-NE-3-五股,240
{'$oid': '5c7f85c253e0f554880c0323'},2018-11-01 00:00:00,3.97,70.9,nfbVD-N1-S-33-O-NW-2-五股,600
{'$oid': '5c7f85c253e0f554880c0324'},2018-11-01 00:00:00,9.09,46.0,nfbVD-N1-S-33-I-ES-22-五股,420
{'$oid': '5c7f85c253e0f554880c0325'},2018-11-01 00:00:00,1.65,71.0,nfbVD-N1-S-33-I-WS-21-五股,180
{'$oid': '5c7f85c253e0f554880c0326'},2018-11-01 00:00:00,2.48,66.67,nfbVD-N1-S-33-O-NE-4-五股-台65,360
{'$oid': '5c7f85c253e0f554880c0327'},2018-11-01 00:00:00,2.44,108.25,nfbVD-N1-S-34.000-M-RS,1440
{'$oid': '5c7f85c253e0f554880c0328'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-34-I-B-高公局,0
{'$oid': '5c7f85c253e0f554880c0329'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-34-O-B-高公局,0
{'$oid': '5c7f85c253e0f554880c032a'},2018-11-01 00:00:00,2.0,109.89,nfbVD-N1-S-34.500-N-LOOP,1140
{'$oid': '5c7f85c253e0f554880c032b'},2018-11-01 00:00:00,-81.82,-99.0,nfbVD-N1-S-35-B-泰山收費站,-35640
{'$oid': '5c7f85c253e0f554880c032c'},2018-11-01 00:00:00,4.21,95.8,nfbVD-N1-S-36.690-M-LOOP,1800
{'$oid': '5c7f85c253e0f554880c032d'},2018-11-01 00:00:00,3.15,104.45,nfbVD-N1-S-37.760-M-RS,1860
{'$oid': '5c7f85c253e0f554880c032e'},2018-11-01 00:00:00,5.08,93.32,nfbVD-N1-S-39.256-M-LOOP,2040
{'$oid': '5c7f85c253e0f554880c032f'},2018-11-01 00:00:00,2.52,101.84,nfbVD-N1-S-40.700-N-LOOP,1140
{'$oid': '5c7f85c253e0f554880c0330'},2018-11-01 00:00:00,3.03,83.33,nfbVD-N1-S-41-O-NS-1A-林口,540
{'$oid': '5c7f85c253e0f554880c0331'},2018-11-01 00:00:00,4.13,76.6,nfbVD-N1-S-41-C-1-S-1-林口-集散道,600
{'$oid': '5c7f85c253e0f554880c0332'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-41-I-NS-1A-林口-文化一路,0
{'$oid': '5c7f85c253e0f554880c0333'},2018-11-01 00:00:00,3.31,42.0,nfbVD-N1-S-41-I-NS-1B-林口-文化北路,120
{'$oid': '5c7f85c253e0f554880c0334'},2018-11-01 00:00:00,4.13,64.5,nfbVD-N1-S-41-O-NS-1B-林口-文化北路,360
{'$oid': '5c7f85c253e0f554880c0335'},2018-11-01 00:00:00,2.6,99.14,nfbVD-N1-S-41.765-N-LOOP,840
{'$oid': '5c7f85c253e0f554880c0336'},2018-11-01 00:00:00,2.73,98.6,nfbVD-N1-S-42.500-N-LOOP,1200
{'$oid': '5c7f85c253e0f554880c0337'},2018-11-01 00:00:00,2.25,87.5,nfbVD-N1-S-44.250-M-RS,1320
{'$oid': '5c7f85c253e0f554880c0338'},2018-11-01 00:00:00,1.28,110.64,nfbVD-N1-S-45.250-M-LOOP,660
{'$oid': '5c7f85c253e0f554880c0339'},2018-11-01 00:00:00,2.66,99.56,nfbVD-N1-S-46.255-M-LOOP,1080
{'$oid': '5c7f85c253e0f554880c033a'},2018-11-01 00:00:00,4.43,108.76,nfbVD-N1-S-47.507-M-LOOP,1500
{'$oid': '5c7f85c253e0f554880c033b'},2018-11-01 00:00:00,2.83,112.29,nfbVD-N1-S-48.880-N-LOOP,840
{'$oid': '5c7f85c253e0f554880c033c'},2018-11-01 00:00:00,5.34,83.77,nfbVD-N1-S-49-O-NS-1-桃園,780
{'$oid': '5c7f85c253e0f554880c033d'},2018-11-01 00:00:00,5.79,53.0,nfbVD-N1-S-49-O-NS-2-桃園,360
{'$oid': '5c7f85c253e0f554880c033e'},2018-11-01 00:00:00,1.65,63.0,nfbVD-N1-S-49-O-S-2-桃園-主線,180
{'$oid': '5c7f85c253e0f554880c033f'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-49-O-1-1-桃園集散道,0
{'$oid': '5c7f85c253e0f554880c0340'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-49-I-ES-1A-桃園-環道,0
{'$oid': '5c7f85c253e0f554880c0341'},2018-11-01 00:00:00,0.0,0.0,nfbVD-N1-S-49-I-WS-1B-桃園-匝道,0
{'$oid': '5c7f85c253e0f554880c0342'},2018-11-01 01:00:00,0.0,0.0,nfbVD-N1-S-49-O-N-2-桃園-往集散道,0
{'$oid': '5c7f85c253e0f554880c0343'},2018-11-01 01:00:00,0.83,61.0,nfbVD-N1-S-49-O-SW-3-桃園-中正路橋,60
{'$oid': '5c7f85c253e0f554880c0344'},2018-11-01 01:00:00,5.25,91.29,nfbVD-N1-S-50.010-M-LOOP,2040
{'$oid': '5c7f85c253e0f554880c0345'},2018-11-01 01:00:00,5.55,89.16,nfbVD-N1-S-51.090-M-RS,2580
{'$oid': '5c7f85c253e0f554880c0346'},2018-11-01 01:00:00,2.48,85.0,nfbVD-N1-S-52-I-ES-22-機場系統,360
{'$oid': '5c7f85c253e0f554880c0347'},2018-11-01 01:00:00,0.83,74.0,nfbVD-N1-S-52-I-WS-21-機場系統,120
{'$oid': '5c7f85c253e0f554880c0348'},2018-11-01 01:00:00,3.14,98.7,nfbVD-N1-S-52.830-N-LOOP,600
{'$oid': '5c7f85c253e0f554880c0349'},2018-11-01 01:00:00,4.25,87.81,nfbVD-N1-S-54.005-M-RS,1260
{'$oid': '5c7f85c253e0f554880c034a'},2018-11-01 01:00:00,0.0,0.0,nfbVD-N1-S-55-I-WS-中壢服務區,0
{'$oid': '5c7f85c253e0f554880c034b'},2018-11-01 01:00:00,0.83,60.0,nfbVD-N1-S-55-R-NW-1-中壢服務區,60
{'$oid': '5c7f85c253e0f554880c034c'},2018-11-01 01:00:00,3.31,90.67,nfbVD-N1-S-55.790-M-LOOP,1080
{'$oid': '5c7f85c253e0f554880c034d'},2018-11-01 01:00:00,1.32,104.0,nfbVD-N1-S-56.640-N-LOOP,300
{'$oid': '5c7f85c253e0f554880c034e'},2018-11-01 01:00:00,4.13,88.0,nfbVD-N1-S-57-O-NE-1-內壢,420
{'$oid': '5c7f85c253e0f554880c034f'},2018-11-01 01:00:00,2.48,66.0,nfbVD-N1-S-57-I-ES-1A-內壢-環道,180
{'$oid': '5c7f85c253e0f554880c0350'},2018-11-01 01:00:00,1.65,48.0,nfbVD-N1-S-57-I-WS-1B-內壢-匝道,120
{'$oid': '5c7f85c253e0f554880c0351'},2018-11-01 01:00:00,4.01,94.21,nfbVD-N1-S-57.200-N-LOOP,840
{'$oid': '5c7f85c253e0f554880c0352'},2018-11-01 01:00:00,2.7,107.12,nfbVD-N1-S-58.635-M-RS,1560
{'$oid': '5c7f85c253e0f554880c0353'},2018-11-01 01:00:00,4.63,101.0,nfbVD-N1-S-60.870-M-LOOP,1200
{'$oid': '5c7f85c253e0f554880c0354'},2018-11-01 01:00:00,1.24,99.0,nfbVD-N1-S-62.200-N-LOOP,480
{'$oid': '5c7f85c253e0f554880c0355'},2018-11-01 01:00:00,1.65,71.0,nfbVD-N1-S-62-O-NW-1-中壢,180
{'$oid': '5c7f85c253e0f554880c0356'},2018-11-01 01:00:00,1.65,49.0,nfbVD-N1-S-62-O-NW-2-中壢,120
{'$oid': '5c7f85c253e0f554880c0357'},2018-11-01 01:00:00,1.65,49.0,nfbVD-N1-S-62-I-ES-1A-中壢-環道,120
{'$oid': '5c7f85c253e0f554880c0358'},2018-11-01 01:00:00,0.0,0.0,nfbVD-N1-S-62-I-WS-1B-中壢-匝道,0
{'$oid': '5c7f85c253e0f554880c0359'},2018-11-01 01:00:00,6.1,99.31,nfbVD-N1-S-63.020-M-RS,1560
{'$oid': '5c7f85c253e0f554880c035a'},2018-11-01 01:00:00,5.79,92.07,nfbVD-N1-S-63.420-M-LOOP,900
{'$oid': '5c7f85c253e0f554880c035b'},2018-11-01 01:00:00,5.65,91.17,nfbVD-N1-S-65.200-N-LOOP,720
{'$oid': '5c7f85c253e0f554880c035c'},2018-11-01 01:00:00,2.63,93.73,nfbVD-N1-S-66.040-M-RS,660
{'$oid': '5c7f85c253e0f554880c035d'},2018-11-01 01:00:00,-81.82,-99.0,nfbVD-N1-S-67-I-WS-1-幼獅,-17820
{'$oid': '5c7f85c253e0f554880c035e'},2018-11-01 01:00:00,0.0,84.0,nfbVD-N1-S-67-O-NW-1-幼獅,60
{'$oid': '5c7f85c253e0f554880c035f'},2018-11-01 01:00:00,2.92,99.46,nfbVD-N1-S-67.380-N-LOOP,780
{'$oid': '5c7f85c253e0f554880c0360'},2018-11-01 01:00:00,3.25,96.2,nfbVD-N1-S-68.070-M-LOOP,900
{'$oid': '5c7f85c253e0f554880c0361'},2018-11-01 01:00:00,0.0,0.0,nfbVD-N1-S-69-O-NE-2-楊梅,0
{'$oid': '5c7f85c253e0f554880c0362'},2018-11-01 01:00:00,4.13,73.0,nfbVD-N1-S-69-O-NW-1-楊梅,420
{'$oid': '5c7f85c253e0f554880c0363'},2018-11-01 01:00:00,0.83,43.0,nfbVD-N1-S-69-I-ES-22-楊梅,60
{'$oid': '5c7f85c253e0f554880c0364'},2018-11-01 01:00:00,0.83,37.0,nfbVD-N1-S-69-I-WS-21-楊梅,60
{'$oid': '5c7f85c253e0f554880c0365'},2018-11-01 01:00:00,1.38,108.33,nfbVD-N1-S-69.325-N-LOOP,360
{'$oid': '5c7f85c253e0f554880c0366'},2018-11-01 01:00:00,2.83,111.63,nfbVD-N1-S-70.900-M-LOOP,1140
{'$oid': '5c7f85c253e0f554880c0367'},2018-11-01 01:00:00,0.0,43.0,nfbVD-N1-S-71-B-楊梅收費站,60
{'$oid': '5c7f85c253e0f554880c0368'},2018-11-01 01:00:00,3.47,106.0,nfbVD-N1-S-73.000-M-LOOP,900
{'$oid': '5c7f85c253e0f554880c0369'},2018-11-01 01:00:00,3.62,103.85,nfbVD-N1-S-74.505-M-LOOP,780
{'$oid': '5c7f85c253e0f554880c036a'},2018-11-01 01:00:00,2.75,118.67,nfbVD-N1-S-76.300-M-LOOP,720
{'$oid': '5c7f85c253e0f554880c036b'},2018-11-01 01:00:00,6.08,100.16,nfbVD-N1-S-78.170-M-LOOP,1860
{'$oid': '5c7f85c253e0f554880c036c'},2018-11-01 01:00:00,55.97,45.53,nfbVD-N1-S-79.300-M-LOOP,2580
{'$oid': '5c7f85c253e0f554880c036d'},2018-11-01 01:00:00,3.55,108.0,nfbVD-N1-S-81.230-M-LOOP,1020
{'$oid': '5c7f85c253e0f554880c036e'},2018-11-01 01:00:00,3.26,106.11,nfbVD-N1-S-83.150-M-LOOP,1080
{'$oid': '5c7f85c253e0f554880c036f'},2018-11-01 01:00:00,6.61,44.0,nfbVD-N1-S-83-I-WS-1-湖口,360
{'$oid': '5c7f85c253e0f554880c0370'},2018-11-01 01:00:00,4.96,32.0,nfbVD-N1-S-83-I-WS-2-湖口,180
{'$oid': '5c7f85c253e0f554880c0371'},2018-11-01 01:00:00,0.0,0.0,nfbVD-N1-S-83-O-NE-2-湖口,0
{'$oid': '5c7f85c253e0f554880c0372'},2018-11-01 01:00:00,0.83,76.0,nfbVD-N1-S-83-O-NW-1-湖口,60
{'$oid': '5c7f85c253e0f554880c0373'},2018-11-01 01:00:00,3.15,107.25,nfbVD-N1-S-84.120-N-LOOP,960
{'$oid': '5c7f85c253e0f554880c0374'},2018-11-01 01:00:00,3.58,101.11,nfbVD-N1-S-85.056-M-LOOP,1080
{'$oid': '5c7f85c253e0f554880c0375'},2018-11-01 01:00:00,2.48,59.0,nfbVD-N1-S-86-R-NW-1-湖口服務區,180
{'$oid': '5c7f85c253e0f554880c0376'},2018-11-01 01:00:00,0.0,0.0,nfbVD-N1-S-86.520-M-RS,0
{'$oid': '5c7f85c253e0f554880c0377'},2018-11-01 01:00:00,5.31,92.48,nfbVD-N1-S-88.060-M-LOOP,1260
{'$oid': '5c7f85c253e0f554880c0378'},2018-11-01 01:00:00,5.97,95.33,nfbVD-N1-S-90.000-M-LOOP,1080
{'$oid': '5c7f85c253e0f554880c0379'},2018-11-01 01:00:00,0.0,0.0,nfbVD-N1-S-91-I-WS-1-竹北,0
{'$oid': '5c7f85c253e0f554880c037a'},2018-11-01 01:00:00,0.0,0.0,nfbVD-N1-S-91-I-WS-2-竹北,0
{'$oid': '5c7f85c253e0f554880c037b'},2018-11-01 01:00:00,1.65,29.0,nfbVD-N1-S-91-O-NE-2-竹北,60
{'$oid': '5c7f85c253e0f554880c037c'},2018-11-01 01:00:00,0.83,84.0,nfbVD-N1-S-91-O-NW-1-竹北,120
{'$oid': '5c7f85c253e0f554880c037d'},2018-11-01 01:00:00,5.56,96.06,nfbVD-N1-S-91.180-N-LOOP,1080
{'$oid': '5c7f85c253e0f554880c037e'},2018-11-01 01:00:00,4.42,91.52,nfbVD-N1-S-91.825-M-RS,1380
{'$oid': '5c7f85c253e0f554880c037f'},2018-11-01 01:00:00,7.24,97.28,nfbVD-N1-S-93.190-M-LOOP,1500
{'$oid': '5c7f85c253e0f554880c0380'},2018-11-01 01:00:00,4.6,83.5,nfbVD-N1-S-95.210-N-LOOP,840
{'$oid': '5c7f85c253e0f554880c0381'},2018-11-01 01:00:00,3.31,77.0,nfbVD-N1-S-95-O-NW-1A-新竹,300
{'$oid': '5c7f85c253e0f554880c0382'},2018-11-01 01:00:00,0.0,0.0,nfbVD-N1-S-95-O-NW-1B-新竹,0
{'$oid': '5c7f85c253e0f554880c0383'},2018-11-01 01:00:00,0.0,0.0,nfbVD-N1-S-95-O-NW-2B-新竹,0
{'$oid': '5c7f85c253e0f554880c0384'},2018-11-01 01:00:00,5.79,39.0,nfbVD-N1-S-95-O-NW-3A-新竹,240
