_id,datacollecttime,laneoccupy,speed,vdid,volume
{'$oid': '5c7f85c253e0f554880c042c'},2018-11-01 03:00:00,3.31,20.0,nfbVD-N1-N-83-O-SW-2-湖口,60
{'$oid': '5c7f85c253e0f554880c042d'},2018-11-01 03:00:00,0.0,0.0,nfbVD-N1-N-83-I-EN-21-湖口,0
{'$oid': '5c7f85c253e0f554880c042e'},2018-11-01 03:00:00,0.0,0.0,nfbVD-N1-N-83-I-WN-22-湖口,0
{'$oid': '5c7f85c253e0f554880c042f'},2018-11-01 03:00:00,52.95,39.26,nfbVD-N1-N-85.010-M-LOOP,1860
{'$oid': '5c7f85c253e0f554880c0430'},2018-11-01 03:00:00,3.08,91.11,nfbVD-N1-N-86.122-M-RS,1080
{'$oid': '5c7f85c253e0f554880c0431'},2018-11-01 03:00:00,1.32,61.4,nfbVD-N1-N-86-R-SE-1-湖口服務區,300
{'$oid': '5c7f85c253e0f554880c0432'},2018-11-01 03:00:00,107.02,93.0,nfbVD-N1-N-88.045-M-LOOP,840
{'$oid': '5c7f85c253e0f554880c0433'},2018-11-01 03:00:00,158.68,93.0,nfbVD-N1-N-89.990-M-LOOP,840
{'$oid': '5c7f85c253e0f554880c0434'},2018-11-01 03:00:00,184.3,93.0,nfbVD-N1-N-90.835-N-LOOP,840
{'$oid': '5c7f85c253e0f554880c0435'},2018-11-01 03:00:00,1.65,50.0,nfbVD-N1-N-91-I-EN-1-竹北,120
{'$oid': '5c7f85c253e0f554880c0436'},2018-11-01 03:00:00,3.31,37.0,nfbVD-N1-N-91-I-EN-2-竹北,120
{'$oid': '5c7f85c253e0f554880c0437'},2018-11-01 03:00:00,1.45,72.0,nfbVD-N1-N-91-O-SE-1-竹北,240
{'$oid': '5c7f85c253e0f554880c0438'},2018-11-01 03:00:00,0.83,48.0,nfbVD-N1-N-91-O-SW-2-竹北,60
{'$oid': '5c7f85c253e0f554880c0439'},2018-11-01 03:00:00,93.39,89.77,nfbVD-N1-N-91.800-M-LOOP,780
{'$oid': '5c7f85c253e0f554880c043a'},2018-11-01 03:00:00,3.01,86.91,nfbVD-N1-N-92.000-M-RS,660
{'$oid': '5c7f85c253e0f554880c043b'},2018-11-01 03:00:00,5.4,93.41,nfbVD-N1-N-92.900-M-LOOP,1020
{'$oid': '5c7f85c253e0f554880c043c'},2018-11-01 03:00:00,4.92,107.2,nfbVD-N1-N-93.590-N-LOOP,1200
{'$oid': '5c7f85c253e0f554880c043d'},2018-11-01 03:00:00,6.13,103.26,nfbVD-N1-N-94.030-N-LOOP,1140
{'$oid': '5c7f85c253e0f554880c043e'},2018-11-01 03:00:00,2.48,41.0,nfbVD-N1-N-95-I-EN-1B-新竹-新安路,120
{'$oid': '5c7f85c253e0f554880c043f'},2018-11-01 03:00:00,3.31,40.0,nfbVD-N1-N-95-I-WN-4A-新竹-光復路,180
{'$oid': '5c7f85c253e0f554880c0440'},2018-11-01 03:00:00,0.83,86.0,nfbVD-N1-N-95-O-SE-1A-新竹-光復路,120
{'$oid': '5c7f85c253e0f554880c0441'},2018-11-01 03:00:00,3.31,38.0,nfbVD-N1-N-95-I-EN-32A-新竹-光復路,180
{'$oid': '5c7f85c253e0f554880c0442'},2018-11-01 03:00:00,0.83,70.0,nfbVD-N1-N-95-O-SE-21A-新竹-光復路,60
{'$oid': '5c7f85c253e0f554880c0443'},2018-11-01 03:00:00,0.0,0.0,nfbVD-N1-N-95-O-SE-1B-新竹-園區二路,0
{'$oid': '5c7f85c253e0f554880c0444'},2018-11-01 03:00:00,0.0,0.0,nfbVD-N1-N-95-O-SW-2B-新竹-園區二路,0
{'$oid': '5c7f85c253e0f554880c0445'},2018-11-01 03:00:00,2.81,60.0,nfbVD-N1-N-95-I-EN-22A-新竹-公道五路,300
{'$oid': '5c7f85c253e0f554880c0446'},2018-11-01 03:00:00,0.83,53.0,nfbVD-N1-N-95-I-WN-31A-新竹-公道五路,60
{'$oid': '5c7f85c253e0f554880c0447'},2018-11-01 03:00:00,0.0,0.0,nfbVD-N1-N-95-O-SE-22A-新竹-公道五路,0
{'$oid': '5c7f85c253e0f554880c0448'},2018-11-01 03:00:00,0.0,79.0,nfbVD-N1-N-95-O-SE-32A-新竹-公道五路,60
{'$oid': '5c7f85c253e0f554880c0449'},2018-11-01 03:00:00,0.0,0.0,nfbVD-N1-N-95-O-SE-31A-新竹-光復路-竹東,0
{'$oid': '5c7f85c253e0f554880c044a'},2018-11-01 03:00:00,0.83,88.0,nfbVD-N1-N-95-I-EN-21A-新竹-公道五路-光復,120
{'$oid': '5c7f85c253e0f554880c044b'},2018-11-01 03:00:00,2.38,103.12,nfbVD-N1-N-95.910-N-LOOP,480
{'$oid': '5c7f85c253e0f554880c044c'},2018-11-01 03:00:00,2.89,93.75,nfbVD-N1-N-97.560-M-LOOP,960
{'$oid': '5c7f85c253e0f554880c044d'},2018-11-01 03:00:00,3.21,91.44,nfbVD-N1-N-98.860-N-LOOP,540
{'$oid': '5c7f85c253e0f554880c044e'},2018-11-01 03:00:00,0.0,0.0,nfbVD-N1-N-99-I-EN-21-新竹系統,0
{'$oid': '5c7f85c253e0f554880c044f'},2018-11-01 03:00:00,4.96,83.0,nfbVD-N1-N-99-I-WN-22-新竹系統,420
{'$oid': '5c7f85c253e0f554880c0450'},2018-11-01 03:00:00,0.0,113.0,nfbVD-N1-S-12.501-M-LOOP,60
{'$oid': '5c7f85c253e0f554880c0451'},2018-11-01 03:00:00,1.24,103.0,nfbVD-N1H-S-13.496-M-LOOP,360
{'$oid': '5c7f85c253e0f554880c0452'},2018-11-01 03:00:00,1.38,104.67,nfbVD-N1H-S-14.488-M-LOOP,360
{'$oid': '5c7f85c253e0f554880c0453'},2018-11-01 03:00:00,1.24,107.0,nfbVD-N1H-S-15.520-M-LOOP,360
{'$oid': '5c7f85c253e0f554880c0454'},2018-11-01 03:00:00,0.83,98.0,nfbVD-N1H-S-16.530-M-LOOP,120
{'$oid': '5c7f85c253e0f554880c0455'},2018-11-01 03:00:00,2.31,51.0,nfbVD-N1H-S-17.973-M-LOOP,300
{'$oid': '5c7f85c253e0f554880c0456'},2018-11-01 03:00:00,0.0,0.0,nfbVD-N1H-S-18-I-WS-3-堤頂,0
{'$oid': '5c7f85c253e0f554880c0457'},2018-11-01 03:00:00,0.0,101.0,nfbVD-N1H-S-18-O-NW-1-堤頂,60
{'$oid': '5c7f85c253e0f554880c0458'},2018-11-01 03:00:00,0.83,44.0,nfbVD-N1H-S-18-I-ES-22-堤頂,60
{'$oid': '5c7f85c253e0f554880c0459'},2018-11-01 03:00:00,0.83,58.0,nfbVD-N1H-S-18-I-WS-21-堤頂,60
{'$oid': '5c7f85c253e0f554880c045a'},2018-11-01 03:00:00,0.83,128.5,nfbVD-N1H-S-19.049-N-LOOP,240
{'$oid': '5c7f85c253e0f554880c045b'},2018-11-01 03:00:00,1.93,104.0,nfbVD-N1H-S-20.008-M-LOOP,540
{'$oid': '5c7f85c253e0f554880c045c'},2018-11-01 03:00:00,2.75,97.56,nfbVD-N1H-S-20.980-M-LOOP,540
{'$oid': '5c7f85c253e0f554880c045d'},2018-11-01 03:00:00,1.65,106.0,nfbVD-N1H-S-21.998-M-LOOP,240
{'$oid': '5c7f85c253e0f554880c045e'},2018-11-01 03:00:00,0.83,98.4,nfbVD-N1H-S-23.068-M-LOOP,300
{'$oid': '5c7f85c253e0f554880c045f'},2018-11-01 03:00:00,1.38,105.67,nfbVD-N1H-S-23.990-M-LOOP,360
{'$oid': '5c7f85c253e0f554880c0460'},2018-11-01 03:00:00,0.55,112.33,nfbVD-N1H-S-24.960-M-LOOP,180
{'$oid': '5c7f85c253e0f554880c0461'},2018-11-01 03:00:00,0.55,103.0,nfbVD-N1H-S-25.700-N-LOOP,180
{'$oid': '5c7f85c253e0f554880c0462'},2018-11-01 03:00:00,0.0,0.0,nfbVD-N1H-S-26-I-ES-22-環北,0
{'$oid': '5c7f85c253e0f554880c0463'},2018-11-01 03:00:00,0.83,69.0,nfbVD-N1H-S-26-I-WS-21-環北,120
{'$oid': '5c7f85c253e0f554880c0464'},2018-11-01 03:00:00,2.56,105.6,nfbVD-N1H-S-26.517-M-LOOP,600
{'$oid': '5c7f85c253e0f554880c0465'},2018-11-01 03:00:00,2.86,109.23,nfbVD-N1H-S-27.507-M-LOOP,780
{'$oid': '5c7f85c253e0f554880c0466'},2018-11-01 03:00:00,1.65,107.5,nfbVD-N1H-S-28.513-M-LOOP,720
{'$oid': '5c7f85c253e0f554880c0467'},2018-11-01 03:00:00,3.31,91.63,nfbVD-N1H-S-29.492-M-LOOP,1140
{'$oid': '5c7f85c253e0f554880c0468'},2018-11-01 03:00:00,2.58,108.82,nfbVD-N1H-S-30.518-M-LOOP,1020
{'$oid': '5c7f85c253e0f554880c0469'},2018-11-01 03:00:00,0.83,84.71,nfbVD-N1H-S-31.251-M-RS,420
{'$oid': '5c7f85c253e0f554880c046a'},2018-11-01 03:00:00,1.47,111.78,nfbVD-N1H-S-31.498-M-LOOP,540
{'$oid': '5c7f85c253e0f554880c046b'},2018-11-01 03:00:00,4.13,77.0,nfbVD-N1-S-32-O-NW-1A-五股,420
{'$oid': '5c7f85c253e0f554880c046c'},2018-11-01 03:00:00,2.48,86.0,nfbVD-N1H-S-32.5-O-NW-1-五股,300
{'$oid': '5c7f85c253e0f554880c046d'},2018-11-01 03:00:00,0.0,81.67,nfbVD-N1H-S-32.224-M-RS,180
{'$oid': '5c7f85c253e0f554880c046e'},2018-11-01 04:00:00,0.5,94.6,nfbVD-N1H-S-34.295-M-RS,300
{'$oid': '5c7f85c253e0f554880c046f'},2018-11-01 04:00:00,2.48,98.5,nfbVD-N1H-S-36.000-1-M-泰山轉接道,600
{'$oid': '5c7f85c253e0f554880c0470'},2018-11-01 04:00:00,0.0,97.67,nfbVD-N1H-S-36.220-M-RS,180
{'$oid': '5c7f85c253e0f554880c0471'},2018-11-01 04:00:00,2.66,94.14,nfbVD-N1H-S-37.420-M-LOOP,840
{'$oid': '5c7f85c253e0f554880c0472'},2018-11-01 04:00:00,3.0,101.69,nfbVD-N1H-S-38.038-M-LOOP,960
{'$oid': '5c7f85c253e0f554880c0473'},2018-11-01 04:00:00,2.69,96.0,nfbVD-N1H-S-39.226-M-LOOP,480
{'$oid': '5c7f85c253e0f554880c0474'},2018-11-01 04:00:00,0.83,94.2,nfbVD-N1H-S-40.450-M-RS,300
{'$oid': '5c7f85c253e0f554880c0475'},2018-11-01 04:00:00,0.0,96.67,nfbVD-N1H-S-42.435-M-RS,360
{'$oid': '5c7f85c253e0f554880c0476'},2018-11-01 04:00:00,0.41,87.25,nfbVD-N1H-S-44.450-M-RS,480
{'$oid': '5c7f85c253e0f554880c0477'},2018-11-01 04:00:00,0.66,106.8,nfbVD-N1H-S-46.451-M-RS,600
{'$oid': '5c7f85c253e0f554880c0478'},2018-11-01 04:00:00,0.0,113.0,nfbVD-N1H-S-48.425-M-RS,360
{'$oid': '5c7f85c253e0f554880c0479'},2018-11-01 04:00:00,1.95,105.91,nfbVD-N1H-S-50.378-M-LOOP,660
{'$oid': '5c7f85c253e0f554880c047a'},2018-11-01 04:00:00,1.07,101.8,nfbVD-N1H-S-51.370-M-LOOP,600
{'$oid': '5c7f85c253e0f554880c047b'},2018-11-01 04:00:00,1.18,103.43,nfbVD-N1H-S-52.640-M-LOOP,420
{'$oid': '5c7f85c253e0f554880c047c'},2018-11-01 04:00:00,0.0,97.8,nfbVD-N1H-S-54.395-M-RS,300
{'$oid': '5c7f85c253e0f554880c047d'},2018-11-01 04:00:00,0.0,97.8,nfbVD-N1H-S-55.585-M-LOOP,300
{'$oid': '5c7f85c253e0f554880c047e'},2018-11-01 04:00:00,1.65,110.36,nfbVD-N1H-S-56.770-M-LOOP,660
{'$oid': '5c7f85c253e0f554880c047f'},2018-11-01 04:00:00,1.65,110.36,nfbVD-N1H-S-58.100-M-LOOP,660
{'$oid': '5c7f85c253e0f554880c0480'},2018-11-01 04:00:00,0.0,100.0,nfbVD-N1H-S-59.500-M-RS,60
{'$oid': '5c7f85c253e0f554880c0481'},2018-11-01 04:00:00,2.48,102.36,nfbVD-N1H-S-62.000-M-LOOP,660
{'$oid': '5c7f85c253e0f554880c0482'},2018-11-01 04:00:00,1.38,107.83,nfbVD-N1H-S-64.000-M-LOOP,360
{'$oid': '5c7f85c253e0f554880c0483'},2018-11-01 04:00:00,2.1,123.82,nfbVD-N1H-S-66.000-M-LOOP,660
{'$oid': '5c7f85c253e0f554880c0484'},2018-11-01 04:00:00,2.48,117.45,nfbVD-N1H-S-67.500-M-LOOP,660
{'$oid': '5c7f85c253e0f554880c0485'},2018-11-01 04:00:00,2.1,113.0,nfbVD-N1H-S-69.000-M-LOOP,660
{'$oid': '5c7f85c253e0f554880c0486'},2018-11-01 04:00:00,1.65,114.25,nfbVD-N1H-S-70.000-M-LOOP,480
{'$oid': '5c7f85c253e0f554880c0487'},2018-11-01 04:00:00,0.0,0.0,nfbVD-N1H-S-70.500-M-LOOP,0
{'$oid': '5c7f85c253e0f554880c0488'},2018-11-01 04:00:00,0.0,0.0,nfbVD-N1H-S-70.900-O-NW-1-校前路,0
{'$oid': '5c7f85c253e0f554880c0489'},2018-11-01 04:00:00,0.0,0.0,nfbVD-N1H-S-70.900-O-NW-2-校前路,0
{'$oid': '5c7f85c253e0f554880c048a'},2018-11-01 04:00:00,1.65,99.14,nfbVD-N1H-N-15.000-M-LOOP,420
{'$oid': '5c7f85c253e0f554880c048b'},2018-11-01 04:00:00,2.48,92.0,nfbVD-N1H-N-16.000-M-LOOP,300
{'$oid': '5c7f85c253e0f554880c048c'},2018-11-01 04:00:00,2.1,109.55,nfbVD-N1H-N-16.975-M-LOOP,660
{'$oid': '5c7f85c253e0f554880c048d'},2018-11-01 04:00:00,1.65,109.0,nfbVD-N1H-N-18.060-M-LOOP,480
{'$oid': '5c7f85c253e0f554880c048e'},2018-11-01 04:00:00,-81.82,-99.0,nfbVD-N1H-N-18-I-EN-1-堤頂,-17820
{'$oid': '5c7f85c253e0f554880c048f'},2018-11-01 04:00:00,1.65,101.6,nfbVD-N1H-N-18-O-SE-1-堤頂,300
{'$oid': '5c7f85c253e0f554880c0490'},2018-11-01 04:00:00,0.83,94.0,nfbVD-N1H-N-19.000-N-LOOP,180
{'$oid': '5c7f85c253e0f554880c0491'},2018-11-01 04:00:00,2.75,81.11,nfbVD-N1H-N-19.511-M-RS,540
{'$oid': '5c7f85c253e0f554880c0492'},2018-11-01 04:00:00,3.47,100.6,nfbVD-N1H-N-20.490-M-LOOP,600
{'$oid': '5c7f85c253e0f554880c0493'},2018-11-01 04:00:00,0.0,0.0,nfbVD-N1H-N-20-O-SE-1-下塔悠,0
{'$oid': '5c7f85c253e0f554880c0494'},2018-11-01 04:00:00,1.93,107.33,nfbVD-N1H-N-21.476-M-LOOP,540
{'$oid': '5c7f85c253e0f554880c0495'},2018-11-01 04:00:00,0.55,85.33,nfbVD-N1H-N-22.439-M-RS,360
{'$oid': '5c7f85c253e0f554880c0496'},2018-11-01 04:00:00,0.83,105.4,nfbVD-N1H-N-23.572-M-LOOP,300
{'$oid': '5c7f85c253e0f554880c0497'},2018-11-01 04:00:00,1.65,105.0,nfbVD-N1H-N-24.472-M-LOOP,480
{'$oid': '5c7f85c253e0f554880c0498'},2018-11-01 04:00:00,2.92,108.46,nfbVD-N1H-N-25.543-M-LOOP,780
{'$oid': '5c7f85c253e0f554880c0499'},2018-11-01 04:00:00,0.0,0.0,nfbVD-N1H-N-26-O-SE-1-環北,0
{'$oid': '5c7f85c253e0f554880c049a'},2018-11-01 04:00:00,9.92,43.0,nfbVD-N1H-N-26-O-SW-2-環北,480
{'$oid': '5c7f85c253e0f554880c049b'},2018-11-01 04:00:00,2.26,99.53,nfbVD-N1H-N-26.516-M-LOOP,900
{'$oid': '5c7f85c253e0f554880c049c'},2018-11-01 04:00:00,1.53,99.69,nfbVD-N1H-N-27.004-M-RS,780
{'$oid': '5c7f85c253e0f554880c049d'},2018-11-01 04:00:00,2.31,102.6,nfbVD-N1H-N-27.504-M-LOOP,600
{'$oid': '5c7f85c253e0f554880c049e'},2018-11-01 04:00:00,1.74,108.7,nfbVD-N1H-N-28.545-M-LOOP,600
{'$oid': '5c7f85c253e0f554880c049f'},2018-11-01 04:00:00,3.26,102.56,nfbVD-N1H-N-29.449-M-LOOP,1080
{'$oid': '5c7f85c253e0f554880c04a0'},2018-11-01 04:00:00,2.01,113.86,nfbVD-N1H-N-30.512-M-LOOP,420
{'$oid': '5c7f85c253e0f554880c04a1'},2018-11-01 04:00:00,1.65,97.14,nfbVD-N1H-N-30.914-M-LOOP,420
{'$oid': '5c7f85c253e0f554880c04a2'},2018-11-01 04:00:00,0.62,103.5,nfbVD-N1H-N-31.512-M-LOOP,240
{'$oid': '5c7f85c253e0f554880c04a3'},2018-11-01 04:00:00,1.18,86.71,nfbVD-N1H-N-32.481-N-LOOP,420
{'$oid': '5c7f85c253e0f554880c04a4'},2018-11-01 04:00:00,0.55,102.0,nfbVD-N1H-N-32.642-M-RS,360
{'$oid': '5c7f85c253e0f554880c04a5'},2018-11-01 04:00:00,0.0,113.5,nfbVD-N1H-N-34.573-M-RS,240
{'$oid': '5c7f85c253e0f554880c04a6'},2018-11-01 04:00:00,0.83,70.75,nfbVD-N1H-N-36.000-1-M-泰山轉接道,480
{'$oid': '5c7f85c253e0f554880c04a7'},2018-11-01 04:00:00,1.32,85.8,nfbVD-N1H-N-36.550-M-RS,900
{'$oid': '5c7f85c253e0f554880c04a8'},2018-11-01 04:00:00,3.35,101.2,nfbVD-N1H-N-37.737-M-LOOP,1200
{'$oid': '5c7f85c253e0f554880c04a9'},2018-11-01 04:00:00,2.87,102.71,nfbVD-N1H-N-39.126-M-LOOP,1020
{'$oid': '5c7f85c253e0f554880c04aa'},2018-11-01 04:00:00,0.0,100.0,nfbVD-N1H-N-40.621-M-RS,60
{'$oid': '5c7f85c253e0f554880c04ab'},2018-11-01 04:00:00,0.0,96.0,nfbVD-N1H-N-42.627-M-RS,240
{'$oid': '5c7f85c253e0f554880c04ac'},2018-11-01 04:00:00,0.75,84.18,nfbVD-N1H-N-44.550-M-RS,660
{'$oid': '5c7f85c253e0f554880c04ad'},2018-11-01 04:00:00,1.61,98.25,nfbVD-N1H-N-46.568-M-RS,1200
{'$oid': '5c7f85c253e0f554880c04ae'},2018-11-01 04:00:00,0.83,101.73,nfbVD-N1H-N-48.565-M-RS,660
{'$oid': '5c7f85c253e0f554880c04af'},2018-11-01 04:00:00,6.35,108.36,nfbVD-N1H-N-50.571-M-LOOP,1500
{'$oid': '5c7f85c253e0f554880c04b0'},2018-11-01 04:00:00,1.32,106.4,nfbVD-N1H-N-51.766-M-LOOP,300
{'$oid': '5c7f85c253e0f554880c04b1'},2018-11-01 04:00:00,2.48,85.0,nfbVD-N1H-S-52-I-WS-1-機場往高架,240
{'$oid': '5c7f85c253e0f554880c04b2'},2018-11-01 04:00:00,4.75,85.5,nfbVD-N1H-N-52-I-WN-1-機場往高架,720
{'$oid': '5c7f85c253e0f554880c04b3'},2018-11-01 04:00:00,0.66,109.0,nfbVD-N1H-N-52.583-M-LOOP,300
{'$oid': '5c7f85c253e0f554880c04b4'},2018-11-01 04:00:00,0.47,109.43,nfbVD-N1H-N-54.373-M-RS,420
{'$oid': '5c7f85c253e0f554880c04b5'},2018-11-01 04:00:00,1.24,112.38,nfbVD-N1H-N-55.550-M-LOOP,480
{'$oid': '5c7f85c253e0f554880c04b6'},2018-11-01 04:00:00,0.41,102.0,nfbVD-N1H-N-56.825-M-LOOP,240
{'$oid': '5c7f85c253e0f554880c04b7'},2018-11-01 04:00:00,1.32,101.6,nfbVD-N1H-N-58.290-M-LOOP,300
{'$oid': '5c7f85c253e0f554880c04b8'},2018-11-01 04:00:00,0.83,107.0,nfbVD-N1H-N-61.000-M-LOOP,120
{'$oid': '5c7f85c253e0f554880c04b9'},2018-11-01 04:00:00,0.62,125.0,nfbVD-N1H-N-62.000-M-LOOP,240
{'$oid': '5c7f85c253e0f554880c04ba'},2018-11-01 04:00:00,0.0,129.0,nfbVD-N1H-N-63.500-M-LOOP,60
{'$oid': '5c7f85c253e0f554880c04bb'},2018-11-01 04:00:00,0.83,101.0,nfbVD-N1H-N-65.500-M-LOOP,240
{'$oid': '5c7f85c253e0f554880c04bc'},2018-11-01 04:00:00,0.0,104.5,nfbVD-N1H-N-67.500-M-LOOP,120
{'$oid': '5c7f85c253e0f554880c04bd'},2018-11-01 04:00:00,0.55,117.67,nfbVD-N1H-N-69.500-M-LOOP,180
{'$oid': '5c7f85c253e0f554880c04be'},2018-11-01 04:00:00,0.0,0.0,nfbVD-N1H-N-70.900-I-EN-1-校前路,0
{'$oid': '5c7f85c253e0f554880c04bf'},2018-11-01 04:00:00,13.9,75.29,nfbVD-N2-E-0.330-M-LOOP,2280
{'$oid': '5c7f85c253e0f554880c04c0'},2018-11-01 04:00:00,6.61,91.59,nfbVD-N2-E-0.460-M-RS,1920
{'$oid': '5c7f85c253e0f554880c04c1'},2018-11-01 04:00:00,5.65,56.17,nfbVD-N2-E-1-I-SE-1-大園,360
{'$oid': '5c7f85c253e0f554880c04c2'},2018-11-01 04:00:00,0.0,0.0,nfbVD-N2-E-1-O-WS-1-大園,0
{'$oid': '5c7f85c253e0f554880c04c3'},2018-11-01 04:00:00,6.61,46.0,nfbVD-N2-E-1-O-WS-2-大園,300
{'$oid': '5c7f85c253e0f554880c04c4'},2018-11-01 04:00:00,9.09,93.29,nfbVD-N2-E-1.37-N-LOOP,1680
{'$oid': '5c7f85c253e0f554880c04c5'},2018-11-01 04:00:00,3.35,92.94,nfbVD-N2-E-2.226-M-RS,2040
{'$oid': '5c7f85c253e0f554880c04c6'},2018-11-01 04:00:00,5.79,97.86,nfbVD-N2-E-4.140-M-LOOP,2520
{'$oid': '5c7f85c253e0f554880c04c7'},2018-11-01 04:00:00,5.67,100.1,nfbVD-N2-E-4.900-N-LOOP,1740
{'$oid': '5c7f85c253e0f554880c04c8'},2018-11-01 04:00:00,1.65,58.0,nfbVD-N2-E-5-O-WS-1-大竹,120
{'$oid': '5c7f85c253e0f554880c04c9'},2018-11-01 04:00:00,0.0,75.0,nfbVD-N2-E-5-O-WS-2-大竹,60
{'$oid': '5c7f85c253e0f554880c04ca'},2018-11-01 04:00:00,0.0,0.0,nfbVD-N2-E-5-I-NE-22-大竹-環道,0
{'$oid': '5c7f85c253e0f554880c04cb'},2018-11-01 04:00:00,2.48,69.0,nfbVD-N2-E-5-I-SE-21-大竹-匝道,240
{'$oid': '5c7f85c253e0f554880c04cc'},2018-11-01 04:00:00,2.6,100.21,nfbVD-N2-E-6.893-M-RS,2040
{'$oid': '5c7f85c253e0f554880c04cd'},2018-11-01 04:00:00,8.4,83.49,nfbVD-N2-E-7.895-M-LOOP,2220
{'$oid': '5c7f85c253e0f554880c04ce'},2018-11-01 04:00:00,3.31,74.0,nfbVD-N2-E-8-I-NE-1A-機場系統,300
{'$oid': '5c7f85c253e0f554880c04cf'},2018-11-01 04:00:00,3.31,72.0,nfbVD-N2-E-8-I-SE-1B-機場系統,300
{'$oid': '5c7f85c253e0f554880c04d0'},2018-11-01 04:00:00,0.83,106.0,nfbVD-N2-E-8.893-N-LOOP,300
{'$oid': '5c7f85c253e0f554880c04d1'},2018-11-01 04:00:00,2.99,90.31,nfbVD-N2-E-9.451-N-LOOP,780
